airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,02001,AV,,,EHAM,EIDW,,12345,07:45,09:25,,405,100,J,,,,DCT,,,,1,E170,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02002,AV,,,EIDW,EHAM,,12345,09:55,11:40,,405,105,J,,,,DCT,,,,1,E170,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02003,AV,,,EHAM,EIDW,,1234567,07:55,09:35,,405,100,J,,,,DCT,,,,1,B738,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02004,AV,,,EIDW,EHAM,,1234567,10:05,11:45,,405,100,J,,,,DCT,,,,1,B738,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02005,AV,,,EHAM,EIDW,,1234567,10:00,11:35,,405,95,J,,,,DCT,,,,1,E190,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02006,AV,,,EIDW,EHAM,,1234567,12:20,14:00,,405,100,J,,,,DCT,,,,1,E190,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02007,AV,,,EHAM,EIDW,,1234567,11:25,13:10,,405,105,J,,,,DCT,,,,1,A320,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02008,AV,,,EIDW,EHAM,,123457,17:10,18:55,,405,105,J,,,,DCT,,,,1,A320,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02009,AV,,,EHAM,EIDW,,1234567,12:10,13:50,,405,100,J,,,,DCT,,,,1,B738,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02010,AV,,,EIDW,EHAM,,1234567,14:30,16:10,,405,100,J,,,,DCT,,,,1,B738,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02011,AV,,,EHAM,EIDW,,1234567,14:00,15:40,,405,100,J,,,,DCT,,,,1,E190,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02012,AV,,,EIDW,EHAM,,1234567,16:20,18:00,,405,100,J,,,,DCT,,,,1,E190,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02013,AV,,,EHAM,EIDW,,12345,17:30,19:10,,405,100,J,,,,DCT,,,,1,E190,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02014,AV,,,EIDW,EHAM,,12345,19:45,21:20,,405,95,J,,,,DCT,,,,1,E190,E-Base?price=193.37%;B-Base?price=193.37%;F-Base?price=193.37%,,
AVA,02015,AV,,,EHAM,ENAL,,0123456,08:35,10:35,,616,120,J,,,,DCT,,,,1,E190,E-Base?price=242.26%;B-Base?price=242.27%;F-Base?price=242.27%,,
AVA,02016,AV,,,ENAL,EHAM,,0123456,11:05,13:10,,616,125,J,,,,DCT,,,,1,E190,E-Base?price=242.26%;B-Base?price=242.27%;F-Base?price=242.27%,,
AVA,02017,AV,,,EHAM,ENBR,,1234567,06:25,08:00,,479,95,J,,,,DCT,,,,1,B738,E-Base?price=210.58%;B-Base?price=210.58%;F-Base?price=210.59%,,
