airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,03001,,,,ENBO,ENTC,,1235,05:50,06:40,,176,50,J,,,,,,,,1,B737,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,03002,,,,ENTC,ENBO,,12345,07:15,08:05,,176,50,J,,,,,,,,1,B737,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,03003,,,,ENBO,ENTC,,7,06:40,07:30,,176,50,J,,,,,,,,1,B737,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,03004,,,,ENTC,ENBO,,7,07:55,08:45,,176,50,J,,,,,,,,1,B737,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,03005,,,,ENBO,ENTC,,012345,15:30,16:20,,176,50,J,,,,,,,,1,B737,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,03006,,,,ENTC,ENBO,,01245,16:50,17:40,,176,50,J,,,,,,,,1,B737,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,03007,,,,ENBO,ENVA,,12345,08:30,09:30,,244,60,J,,,,,,,,1,B737,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,03008,,,,ENVA,ENBO,,0123456,09:40,10:40,,244,60,J,,,,,,,,1,CRJ9,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,03009,,,,ENBO,ENVA,,7,09:05,10:05,,244,60,J,,,,,,,,1,B737,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,03010,,,,ENVA,ENBO,,012345,14:10,15:05,,244,55,J,,,,,,,,1,B737,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,03011,,,,ENBO,LEPA,,7,04:20,09:00,,1708,280,J,,,,,,,,1,B738,Y?price=494.09%;J?price=494.1%;F?price=494.1%,,
AVA,03012,,,,LEPA,ENBO,,7,10:00,14:40,,1708,280,J,,,,,,,,1,B738,Y?price=494.09%;J?price=494.1%;F?price=494.1%,,
AVA,03013,,,,ENBO,LGRP,,7,19:20,00:10,,1910,290,J,,,,,,,,1,A320,Y?price=540.86%;J?price=540.86%;F?price=540.86%,,
AVA,03014,,,,LGRP,ENBO,,7,13:15,18:30,,1910,315,J,,,,,,,,1,A320,Y?price=540.86%;J?price=540.86%;F?price=540.86%,,
AVA,03015,,,,ENBO,LGSA,,6,05:00,10:00,,1934,300,J,,,,,,,,1,B737,Y?price=546.28%;J?price=546.28%;F?price=546.28%,,
AVA,03016,,,,LGSA,ENBO,,6,11:00,15:55,,1934,295,J,,,,,,,,1,B737,Y?price=546.28%;J?price=546.28%;F?price=546.28%,,
AVA,03017,,,,ENBO,LGSA,,6,16:00,20:59,,1934,299,J,,,,,,,,1,B738,Y?price=546.28%;J?price=546.28%;F?price=546.28%,,
AVA,03018,,,,LGSA,ENBO,,6,21:50,02:40,,1934,290,J,,,,,,,,1,B738,Y?price=546.28%;J?price=546.28%;F?price=546.28%,,
AVA,03019,,,,ENBR,BIKF,,15,09:30,11:50,,804,140,J,,,,,,,,1,B738,Y?price=285.46%;J?price=285.46%;F?price=285.46%,,
AVA,03020,,,,BIKF,ENBR,,15,12:35,14:55,,804,140,J,,,,,,,,1,B738,Y?price=285.46%;J?price=285.46%;F?price=285.46%,,
AVA,03021,,,,ENBR,EDDB,,024,10:30,12:10,,549,100,J,,,,,,,,1,B738,Y?price=226.68%;J?price=226.68%;F?price=226.68%,,
AVA,03022,,,,EDDB,ENBR,,024,12:40,14:30,,549,110,J,,,,,,,,1,B738,Y?price=226.68%;J?price=226.68%;F?price=226.68%,,
AVA,03023,,,,ENBR,EDDH,,145,16:25,17:55,,429,90,J,,,,,,,,1,B738,Y?price=198.97%;J?price=198.97%;F?price=198.97%,,
