airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,01001,,,,EGNX,EGPH,,23456,01:20,02:10,,200,50,J,,,,,,,,1,B734,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01002,,,,EGPH,EGNX,,12345,23:40,00:30,,200,50,J,,,,,,,,1,B734,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01003,,,,EGNX,EGPH,,123456,03:30,04:30,,200,60,J,,,,,,,,1,B752,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01004,,,,EGPH,EGNX,,6,06:14,07:15,,200,61,J,,,,,,,,1,B752,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01005,,,,EGNX,EGPH,,12345,03:53,04:33,,200,40,J,,,,,,,,1,B763,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01006,,,,EGPH,EGNX,,12345,19:22,20:09,,200,47,J,,,,,,,,1,B763,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01007,,,,EGNX,EGPH,,123456,07:55,09:05,,200,70,J,,,,,,,,1,DH8D,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01008,,,,EGPH,EGNX,,123457,18:25,19:35,,200,70,J,,,,,,,,1,DH8D,Y?price=146.22%;J?price=146.22%;F?price=146.22%,,
AVA,01009,,,,EGNX,EIDW,,123456,01:34,02:35,,181,61,J,,,,,,,,1,A306,Y?price=141.86%;J?price=141.86%;F?price=141.86%,,
AVA,01010,,,,EIDW,EGNX,,12345,20:45,21:44,,181,59,J,,,,,,,,1,A306,Y?price=141.86%;J?price=141.86%;F?price=141.86%,,
AVA,01011,,,,EGNX,EIDW,,2345,04:50,05:45,,181,55,J,,,,,,,,1,A306,Y?price=141.86%;J?price=141.86%;F?price=141.86%,,
AVA,01012,,,,EIDW,EGNX,,12345,20:45,21:40,,181,55,J,,,,,,,,1,A306,Y?price=141.86%;J?price=141.86%;F?price=141.86%,,
AVA,01013,,,,EGNX,EIDW,,1234567,05:30,06:40,,181,70,J,,,,,,,,1,B738,Y?price=141.86%;J?price=141.86%;F?price=141.86%,,
AVA,01014,,,,EIDW,EGNX,,1234567,07:05,08:10,,181,65,J,,,,,,,,1,B738,Y?price=141.86%;J?price=141.86%;F?price=141.86%,,
AVA,01015,,,,EGNX,EIKN,,13457,11:55,13:10,,276,75,J,,,,,,,,1,B738,Y?price=163.62%;J?price=163.62%;F?price=163.62%,,
AVA,01016,,,,EIKN,EGNX,,13457,13:35,14:50,,276,75,J,,,,,,,,1,B738,Y?price=163.62%;J?price=163.62%;F?price=163.62%,,
AVA,01017,,,,EGNX,EINN,,2345,05:00,06:15,,276,75,J,,,,,,,,1,B734,Y?price=163.63%;J?price=163.64%;F?price=163.64%,,
AVA,01018,,,,EINN,EGNX,,12345,20:40,21:55,,276,75,J,,,,,,,,1,B734,Y?price=163.63%;J?price=163.64%;F?price=163.64%,,
AVA,01019,,,,EGNX,EINN,,2345,05:25,06:35,,276,70,J,,,,,,,,1,B734,Y?price=163.63%;J?price=163.64%;F?price=163.64%,,
AVA,01020,,,,EINN,EGNX,,12345,20:40,21:45,,276,65,J,,,,,,,,1,B734,Y?price=163.63%;J?price=163.64%;F?price=163.64%,,
AVA,01021,,,,EGPA,EGPB,,123456,07:20,08:00,,74,40,J,,,,,,,,1,SF34,Y?price=117.06%;J?price=117.06%;F?price=117.06%,,
AVA,01022,,,,EGPB,EGPA,,012345,13:50,14:30,,74,40,J,,,,,,,,1,SB20,Y?price=117.06%;J?price=117.06%;F?price=117.06%,,
AVA,01023,,,,EGPA,EGPD,,123456,06:30,07:20,,108,50,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01024,,,,EGPD,EGPA,,0123456,07:55,08:50,,108,55,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01025,,,,EGPA,EGPD,,0123456,09:30,10:20,,108,50,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01026,,,,EGPD,EGPA,,056,11:30,12:25,,108,55,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01027,,,,EGPA,EGPD,,0123456,12:55,13:45,,108,50,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01028,,,,EGPD,EGPA,,012345,14:30,15:20,,108,50,J,,,,,,,,1,SB20,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01029,,,,EGPA,EGPD,,05,13:05,13:55,,108,50,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01030,,,,EGPD,EGPA,,012345,17:20,18:15,,108,55,J,,,,,,,,1,SF34,Y?price=124.86%;J?price=124.86%;F?price=124.86%,,
AVA,01031,,,,EGPA,EGPE,,123456,07:30,08:15,,92,45,J,,,,,,,,1,SF34,Y?price=121.29%;J?price=121.29%;F?price=121.29%,,
AVA,01032,,,,EGPE,EGPA,,123457,15:15,16:00,,92,45,J,,,,,,,,1,SF34,Y?price=121.29%;J?price=121.29%;F?price=121.29%,,
AVA,01033,,,,EGPA,EGPH,,12345,06:40,07:45,,181,65,J,,,,,,,,1,SF34,Y?price=141.78%;J?price=141.79%;F?price=141.79%,,
AVA,01034,,,,EGPH,EGPA,,7,10:00,11:15,,181,75,J,,,,,,,,1,SF34,Y?price=141.78%;J?price=141.79%;F?price=141.79%,,
AVA,01035,,,,EGPA,EGPH,,123456,09:15,10:25,,181,70,J,,,,,,,,1,SF34,Y?price=141.78%;J?price=141.79%;F?price=141.79%,,
AVA,01036,,,,EGPH,EGPA,,0123456,11:05,12:20,,181,75,J,,,,,,,,1,SF34,Y?price=141.78%;J?price=141.79%;F?price=141.79%,,
AVA,01037,,,,EGPA,EGPH,,57,11:45,12:55,,181,70,J,,,,,,,,1,SF34,Y?price=141.78%;J?price=141.79%;F?price=141.79%,,
AVA,01038,,,,EGPH,EGPA,,123457,17:00,18:15,,181,75,J,,,,,,,,1,SF34,Y?price=141.78%;J?price=141.79%;F?price=141.79%,,
